"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"1",2022-03-08 00:00:00,1,303,100,48.9496448970356,7.22396883314844
"2",2022-03-08 00:00:05,1,303,100,48.8930144054234,6.71760351422092
"3",2022-03-08 00:00:10,1,303,100,48.6276179689412,6.7186025121736
"4",2022-03-08 00:00:15,1,303,100,52.8411947558781,6.58452946692345
"5",2022-03-08 00:00:20,1,303,100,48.3728405827412,6.90584413341054
"6",2022-03-08 00:00:25,1,303,100,46.4912767931781,6.39649435923316
"7",2022-03-08 00:00:30,1,303,100,50.7882814611655,6.40461354861333
"8",2022-03-08 00:00:35,1,303,100,50.0960337715707,6.41766838218417
"9",2022-03-08 00:00:40,1,303,100,50.0029687915006,7.27211002876935
"10",2022-03-08 00:00:45,1,303,100,49.9496545891958,7.25122030554596
"11",2022-03-08 00:00:50,1,303,100,50.2776585669596,6.64525606362789
"12",2022-03-08 00:00:55,1,303,100,50.3136850770212,6.90813213730672
"13",2022-03-08 00:01:00,1,303,100,50.1860533934353,6.95231943416632
"14",2022-03-08 00:01:05,1,303,100,45.5027589049157,7.01750542180183
"15",2022-03-08 00:01:10,1,303,100,50.1837201162741,6.40243381016738
"16",2022-03-08 00:01:15,1,303,100,51.2919769928783,6.57022504909576
"17",2022-03-08 00:01:20,1,303,100,49.4574145338807,6.4424507267224
"18",2022-03-08 00:01:25,1,303,100,49.9616317982036,7.15809529694205
"19",2022-03-08 00:01:30,1,303,100,49.5553529905293,7.01213263775253
"20",2022-03-08 00:01:35,1,303,100,51.3413628875739,6.53562034923772
"21",2022-03-08 00:01:40,1,303,100,49.1653199316781,6.47917973339285
"22",2022-03-08 00:01:45,1,303,100,49.4537679372699,7.1099486401404
"23",2022-03-08 00:01:50,1,303,100,50.3249572352013,7.10451717623627
"24",2022-03-08 00:01:55,1,303,100,51.1682326685261,6.84665550903617
"25",2022-03-08 00:02:00,1,303,100,48.737388286394,6.69219600993614
"26",2022-03-08 00:02:05,1,303,100,49.7678436601582,6.82031198724397
"27",2022-03-08 00:02:10,1,303,100,46.6917676387648,6.71968339414572
"28",2022-03-08 00:02:15,1,303,100,50.2782917477636,6.67577606219364
"29",2022-03-08 00:02:20,1,303,100,48.359002684672,7.10412558503228
"30",2022-03-08 00:02:25,1,303,100,47.4253353973904,7.07754984857576
"31",2022-03-08 00:02:30,1,303,100,48.2369963299138,6.8698896775014
"32",2022-03-08 00:02:35,1,303,100,49.1711349588576,6.90724826165142
"33",2022-03-08 00:02:40,1,303,100,49.8018717297341,7.10145618743867
"34",2022-03-08 00:02:45,1,303,100,51.1361637756532,6.4929868157334
"35",2022-03-08 00:02:50,1,303,100,46.7972823336108,6.55630270957142
"36",2022-03-08 00:02:55,1,303,100,47.7919659650671,6.99110026564418
"37",2022-03-08 00:03:00,1,303,100,49.9089110043592,7.13798726561425
"38",2022-03-08 00:03:05,1,303,100,50.2010834536044,7.25185353145449
"39",2022-03-08 00:03:10,1,303,100,49.2293862487826,6.84973566392457
"40",2022-03-08 00:03:15,1,303,100,48.862299815384,7.32358849965391
"41",2022-03-08 00:03:20,1,303,100,47.0312021709955,7.01157807054943
"42",2022-03-08 00:03:25,1,303,100,48.4179484777108,6.67535422501304
"43",2022-03-08 00:03:30,1,303,100,49.7031140631048,6.65542265390688
"44",2022-03-08 00:03:35,1,303,100,50.8744410435783,7.08427800163914
"45",2022-03-08 00:03:40,1,303,100,49.3009325126555,6.82210791873599
"46",2022-03-08 00:03:45,1,303,100,50.8531517758374,6.93543016627071
"47",2022-03-08 00:03:50,1,303,100,48.921158382589,7.15619404580499
"48",2022-03-08 00:03:55,1,303,100,50.2537764494437,7.08935036979263
"49",2022-03-08 00:04:00,1,303,100,50.6543869546855,6.69275643243376
"50",2022-03-08 00:04:05,1,303,100,50.7318583944601,6.56652508476908
"51",2022-03-08 00:04:10,1,303,100,48.628453989462,7.25677614400981
"52",2022-03-08 00:04:15,1,303,100,51.2358950814613,7.26358550429023
"53",2022-03-08 00:04:20,1,303,100,51.2100186369995,6.53024729972893
"54",2022-03-08 00:04:25,1,303,100,51.491514271982,6.88497213826286
"55",2022-03-08 00:04:30,1,303,100,52.5398161825543,6.62870418968421
"56",2022-03-08 00:04:35,1,303,100,50.8854474609636,6.87757696952065
"57",2022-03-08 00:04:40,1,303,100,49.6469812353498,6.91759869636392
"58",2022-03-08 00:04:45,1,303,100,48.95489091165,7.46584285435263
"59",2022-03-08 00:04:50,1,303,100,48.9302808865478,6.84003688682691
"60",2022-03-08 00:04:55,1,303,100,51.1674782620333,7.51997750418564
"61",2022-03-08 00:05:00,1,303,100,51.906934088707,6.99722423735444
"62",2022-03-08 00:05:05,1,303,100,47.7205786714027,7.45183595178719
"63",2022-03-08 00:05:10,1,303,100,50.6304581588559,6.72827856225403
"64",2022-03-08 00:05:15,1,303,100,50.3997401791877,6.48595130260244
"65",2022-03-08 00:05:20,1,303,100,48.4867988010415,6.83982365459977
"66",2022-03-08 00:05:25,1,303,100,51.5239755674032,6.72455940691084
"67",2022-03-08 00:05:30,1,303,100,50.1134367151933,6.86836749452065
"68",2022-03-08 00:05:35,1,303,100,50.4868215688311,7.37120798352726
"69",2022-03-08 00:05:40,1,303,100,50.7434144299834,7.46094396088339
"70",2022-03-08 00:05:45,1,303,100,50.9993740241043,6.2042190014936
"71",2022-03-08 00:05:50,1,303,100,49.1805256685841,6.60132281237105
"72",2022-03-08 00:05:55,1,303,100,51.4142551468182,7.30541560202225
"73",2022-03-08 00:06:00,1,303,100,51.0718472315231,6.76540762022142
"74",2022-03-08 00:06:05,1,303,100,50.1937762593144,6.99698474827739
"75",2022-03-08 00:06:10,1,303,100,48.5441091509969,6.8424997865709
"76",2022-03-08 00:06:15,1,303,100,49.9177023145495,6.89817288103158
"77",2022-03-08 00:06:20,1,303,100,50.5637159949669,7.20219664291884
"78",2022-03-08 00:06:25,1,303,100,50.7719312716054,6.76040417116412
"79",2022-03-08 00:06:30,1,303,100,51.5392326062976,7.01171657863774
"80",2022-03-08 00:06:35,1,303,100,50.464695543528,7.01395507827023
"81",2022-03-08 00:06:40,1,303,100,50.4642491427829,6.77175539225463
"82",2022-03-08 00:06:45,1,303,100,49.1618446060784,6.35252342121316
"83",2022-03-08 00:06:50,1,303,100,51.0445249478394,6.86592491970499
"84",2022-03-08 00:06:55,1,303,100,46.3926815379606,7.09706715064286
"85",2022-03-08 00:07:00,1,303,100,50.1285406307696,7.0813583803197
"86",2022-03-08 00:07:05,1,303,100,50.0047234764854,7.15753866520022
"87",2022-03-08 00:07:10,1,303,100,50.6581654910538,6.48145700284903
"88",2022-03-08 00:07:15,1,303,100,51.305870218108,7.12415037520994
"89",2022-03-08 00:07:20,1,303,100,50.2972258582888,7.00745528446389
"90",2022-03-08 00:07:25,1,303,100,51.3574976102193,6.3233988933559
"91",2022-03-08 00:07:30,1,303,100,51.3489771779083,6.97591693107526
"92",2022-03-08 00:07:35,1,303,100,50.362431755555,7.15036775383104
"93",2022-03-08 00:07:40,1,303,100,49.1207987484895,6.75414830098667
"94",2022-03-08 00:07:45,1,303,100,51.7295575481414,7.05202420583347
"95",2022-03-08 00:07:50,1,303,100,49.341077492855,7.30255695667358
"96",2022-03-08 00:07:55,1,303,100,48.0376693863352,6.80692843781685
"97",2022-03-08 00:08:00,1,303,100,48.0462933972002,6.6482399079598
"98",2022-03-08 00:08:05,1,303,100,50.3679423845186,7.02878494922744
"99",2022-03-08 00:08:10,1,303,100,50.7166140826463,6.67026901331873
"100",2022-03-08 00:08:15,1,303,100,50.2652212158506,6.78989128635884
"101",2022-03-08 00:08:20,1,303,100,48.1348904733242,7.08876263666155
"102",2022-03-08 00:08:25,1,303,100,50.7616084882068,7.33630939220239
"103",2022-03-08 00:08:30,1,303,100,48.032660135112,7.17917322875658
"104",2022-03-08 00:08:35,1,303,100,49.4508572535914,6.97225263104904
"105",2022-03-08 00:08:40,1,303,100,48.8470239949484,6.81990169982743
"106",2022-03-08 00:08:45,1,303,100,50.1637918053856,6.57322903359532
"107",2022-03-08 00:08:50,1,303,100,48.8942283318052,6.51634712429679
"108",2022-03-08 00:08:55,1,303,100,49.7042288160557,6.66488519129944
"109",2022-03-08 00:09:00,1,303,100,50.9367971491198,7.00915816027578
"110",2022-03-08 00:09:05,1,303,100,49.2141753905348,7.42572588938918
"111",2022-03-08 00:09:10,1,303,100,51.8041875096036,6.95364296566963
"112",2022-03-08 00:09:15,1,303,100,51.0632658589779,6.61983666318056
"113",2022-03-08 00:09:20,1,303,100,50.4657740972517,6.70393368619338
"114",2022-03-08 00:09:25,1,303,100,49.2540470676757,6.89667162168366
"115",2022-03-08 00:09:30,1,303,100,51.034710178407,7.04517670397992
"116",2022-03-08 00:09:35,1,303,100,51.3361669696689,6.65100783288849
"117",2022-03-08 00:09:40,1,303,100,51.0758975227705,7.15877426192076
"118",2022-03-08 00:09:45,1,303,100,50.5329366153257,6.67334237830552
"119",2022-03-08 00:09:50,1,303,100,51.5990372362513,7.03973272648702
"120",2022-03-08 00:09:55,1,303,100,51.1761650083469,6.8067604061585
"121",2022-03-08 00:10:00,1,303,100,49.9050911757828,6.525805383774
"122",2022-03-08 00:10:05,1,303,100,50.9584657136648,6.37719130951406
"123",2022-03-08 00:10:10,1,303,100,48.5552393556751,6.68432537302592
"124",2022-03-08 00:10:15,1,303,100,49.5203760348518,7.31707773682823
"125",2022-03-08 00:10:20,1,303,100,47.4183412697264,7.47140219727757
"126",2022-03-08 00:10:25,1,303,100,52.6265894261795,6.88057137208915
"127",2022-03-08 00:10:30,1,303,100,49.0745362865906,7.07398315213764
"128",2022-03-08 00:10:35,1,303,100,48.8293488339638,6.77779955098343
"129",2022-03-08 00:10:40,1,303,100,51.226061722815,6.64373320380608
"130",2022-03-08 00:10:45,1,303,100,49.0535059159173,6.85566064049664
"131",2022-03-08 00:10:50,1,303,100,50.0128564511819,6.88549477815402
"132",2022-03-08 00:10:55,1,303,100,49.4002291363368,7.10209104862346
"133",2022-03-08 00:11:00,1,303,100,49.7829670749484,7.25050774221497
"134",2022-03-08 00:11:05,1,303,100,50.6588819802298,6.7938823973946
"135",2022-03-08 00:11:10,1,303,100,51.0567768225559,6.88231592721996
"136",2022-03-08 00:11:15,1,303,100,50.4765853369554,6.93097258216338
"137",2022-03-08 00:11:20,1,303,100,50.9178278910375,7.31833745033604
"138",2022-03-08 00:11:25,1,303,100,47.3324671801625,7.16489686901901
"139",2022-03-08 00:11:30,1,303,100,49.2584543874717,7.1983581471366
"140",2022-03-08 00:11:35,1,303,100,51.2977729258521,6.66076975574724
"141",2022-03-08 00:11:40,1,303,100,50.3373886909467,6.98748067649813
"142",2022-03-08 00:11:45,1,303,100,50.8480555454466,7.01419976409954
"143",2022-03-08 00:11:50,1,303,100,51.4832839076966,7.25303115475254
"144",2022-03-08 00:11:55,1,303,100,49.1594567151984,6.97701055125865
"145",2022-03-08 00:12:00,1,303,100,51.8500752685898,7.35686355662373
"146",2022-03-08 00:12:05,1,303,100,50.8857899093071,6.55038860550187
"147",2022-03-08 00:12:10,1,303,100,49.6920776255702,7.14482664995653
"148",2022-03-08 00:12:15,1,303,100,50.6990415506782,6.70957863768108
"149",2022-03-08 00:12:20,1,303,100,50.604249778947,7.00439965475557
"150",2022-03-08 00:12:25,1,303,100,48.5212664521051,7.29801385040642
"151",2022-03-08 00:12:30,1,303,100,51.3622509082399,6.76747235219447
"152",2022-03-08 00:12:35,1,303,100,50.7007322999469,7.06151194316703
"153",2022-03-08 00:12:40,1,303,100,50.0485427709194,6.95348080212383
"154",2022-03-08 00:12:45,1,303,100,51.0970076227258,6.70649800331731
"155",2022-03-08 00:12:50,1,303,100,50.171076311316,6.77937588543873
"156",2022-03-08 00:12:55,1,303,100,50.8131811175085,7.21148224627742
"157",2022-03-08 00:13:00,1,303,100,48.7365029696075,7.05685877332613
"158",2022-03-08 00:13:05,1,303,100,49.7575858569687,6.60114370571038
"159",2022-03-08 00:13:10,1,303,100,49.3399469614697,6.92754656177036
"160",2022-03-08 00:13:15,1,303,100,50.254151020954,6.85846070386032
"161",2022-03-08 00:13:20,1,303,100,50.777037144084,6.97886543402984
"162",2022-03-08 00:13:25,1,303,100,51.4724647418948,6.5590120849835
"163",2022-03-08 00:13:30,1,303,100,48.2119156582922,7.01636262151505
"164",2022-03-08 00:13:35,1,303,100,49.5067311122768,6.70829863899939
"165",2022-03-08 00:13:40,1,303,100,49.5521372083999,6.1944018355191
"166",2022-03-08 00:13:45,1,303,100,48.1356861837479,7.14795775259294
"167",2022-03-08 00:13:50,1,303,100,50.8879052291782,6.92838054061385
"168",2022-03-08 00:13:55,1,303,100,51.1579804428733,6.65463530276046
"169",2022-03-08 00:14:00,1,303,100,50.6622547342618,6.78754286656011
"170",2022-03-08 00:14:05,1,303,100,49.2418817296651,6.34082821563546
"171",2022-03-08 00:14:10,1,303,100,50.7155875344551,6.82708077807196
"172",2022-03-08 00:14:15,1,303,100,49.8523379175932,7.27115032362339
"173",2022-03-08 00:14:20,1,303,100,48.9769343859475,7.17706590496415
"174",2022-03-08 00:14:25,1,303,100,50.193782625312,7.53226343311046
"175",2022-03-08 00:14:30,1,303,100,51.508570230784,6.38481989139494
"176",2022-03-08 00:14:35,1,303,100,49.1207026798682,7.11030468046186
"177",2022-03-08 00:14:40,1,303,100,49.9676217610693,6.99064597852083
"178",2022-03-08 00:14:45,1,303,100,51.3166757887661,7.13836351798712
"179",2022-03-08 00:14:50,1,303,100,49.2579456392913,6.4323563987815
"180",2022-03-08 00:14:55,1,303,100,50.1111082174355,6.71382098608391
"181",2022-03-08 00:15:00,1,303,100,48.4385427282857,6.60629329259219
"182",2022-03-08 00:15:05,1,303,100,50.14867752254,7.10107038796417
"183",2022-03-08 00:15:10,1,303,100,51.2553322102409,6.94785861618401
"184",2022-03-08 00:15:15,1,303,100,49.9876024426282,7.0460661752728
"185",2022-03-08 00:15:20,1,303,100,48.4347585150945,6.75345880484179
"186",2022-03-08 00:15:25,1,303,100,51.3754291280141,6.65359860471613
"187",2022-03-08 00:15:30,1,303,100,49.6339244473752,6.53939069143936
"188",2022-03-08 00:15:35,1,303,100,50.8249301876983,6.22286715142215
"189",2022-03-08 00:15:40,1,303,100,48.3158337687305,6.77707181352919
"190",2022-03-08 00:15:45,1,303,100,49.9829714955966,7.42583148502727
"191",2022-03-08 00:15:50,1,303,100,49.562749827029,5.79547502913734
"192",2022-03-08 00:15:55,1,303,100,49.5853087919901,6.8120009460108
"193",2022-03-08 00:16:00,1,303,100,52.2267022917014,6.59567489846736
"194",2022-03-08 00:16:05,1,303,100,50.37789929004,6.75569934906273
"195",2022-03-08 00:16:10,1,303,100,48.8030766256414,6.5805184248609
"196",2022-03-08 00:16:15,1,303,100,47.6244184701041,7.13958107557712
"197",2022-03-08 00:16:20,1,303,100,51.1610750283768,6.80505161759795
"198",2022-03-08 00:16:25,1,303,100,49.5216299698013,6.7346718847183
"199",2022-03-08 00:16:30,1,303,100,47.832494846969,6.53614053984559
"200",2022-03-08 00:16:35,1,303,100,49.4434800083311,6.50922072596589
"201",2022-03-09 00:00:00,1,303,200,51.1745473282268,6.13788485717738
"202",2022-03-09 00:00:05,1,303,200,50.6898521229619,5.79571638114585
"203",2022-03-09 00:00:10,1,303,200,50.2291969681008,6.29534549034844
"204",2022-03-09 00:00:15,1,303,200,51.4473396978978,5.95241709168007
"205",2022-03-09 00:00:20,1,303,200,50.0873417657486,5.47102880185741
"206",2022-03-09 00:00:25,1,303,200,49.1674470546788,5.93980905905641
"207",2022-03-09 00:00:30,1,303,200,49.7080034451638,6.02783209220768
"208",2022-03-09 00:00:35,1,303,200,50.4754599811001,5.29902956504468
"209",2022-03-09 00:00:40,1,303,200,51.1695770122542,5.89317069288934
"210",2022-03-09 00:00:45,1,303,200,48.8548579528924,5.81937877776452
"211",2022-03-09 00:00:50,1,303,200,49.5885940411109,5.71783384710864
"212",2022-03-09 00:00:55,1,303,200,49.7277761284005,5.901454033446
"213",2022-03-09 00:01:00,1,303,200,49.0738662839553,5.90936767633766
"214",2022-03-09 00:01:05,1,303,200,51.9447058565619,5.56310545201545
"215",2022-03-09 00:01:10,1,303,200,50.9107686401744,6.29785710016818
"216",2022-03-09 00:01:15,1,303,200,50.6506901191751,5.93636072101816
"217",2022-03-09 00:01:20,1,303,200,47.36514270479,5.89723838986639
"218",2022-03-09 00:01:25,1,303,200,51.819152738635,6.24606070413112
